"ID Produto";"Codigo produto";"GTIN";"Descrição Produto";"Depósito";"Balanço";"Preço Unitário";"Preço de Custo";"Observação";"Data"
"16448924913";"16448924913	";"";"ALPARGATA INFANTIL COR:NOBUCK CAFE;TAMANHO:18";"Fábrica Panambi";"1,0000000000";"0,0000000000";"0,0000000000";""
"16448924914";"16448924914	";"";"ALPARGATA INFANTIL COR:NOBUCK CAFE;TAMANHO:19";"Fábrica Panambi";"8,0000000000";"0,0000000000";"0,0000000000";""
"16448924915";"16448924915	";"";"ALPARGATA INFANTIL COR:NOBUCK CAFE;TAMANHO:20";"Fábrica Panambi";"6,0000000000";"0,0000000000";"0,0000000000";""
"16448924916";"16448924916	";"";"ALPARGATA INFANTIL COR:NOBUCK CAFE;TAMANHO:21";"Fábrica Panambi";"8,0000000000";"0,0000000000";"0,0000000000";""
"16448924917";"16448924917	";"";"ALPARGATA INFANTIL COR:NOBUCK CAFE;TAMANHO:22";"Fábrica Panambi";"6,0000000000";"0,0000000000";"0,0000000000";""
"16448924918";"16448924918	";"";"ALPARGATA INFANTIL COR:NOBUCK CAFE;TAMANHO:23";"Fábrica Panambi";"1,0000000000";"0,0000000000";"0,0000000000";""
"16448924919";"16448924919	";"";"ALPARGATA INFANTIL COR:NOBUCK CAFE;TAMANHO:24";"Fábrica Panambi";"5,0000000000";"0,0000000000";"0,0000000000";""
"16448924921";"16448924921	";"";"ALPARGATA INFANTIL COR:NOBUCK CAFE;TAMANHO:25";"Fábrica Panambi";"4,0000000000";"0,0000000000";"0,0000000000";""
"16448924922";"16448924922	";"";"ALPARGATA INFANTIL COR:NOBUCK CAFE;TAMANHO:26";"Fábrica Panambi";"4,0000000000";"0,0000000000";"0,0000000000";""
"16448924923";"16448924923	";"";"ALPARGATA INFANTIL COR:NOBUCK CAFE;TAMANHO:27";"Fábrica Panambi";"4,0000000000";"0,0000000000";"0,0000000000";""
"16448924924";"16448924924	";"";"ALPARGATA INFANTIL COR:NOBUCK CAFE;TAMANHO:28";"Fábrica Panambi";"2,0000000000";"0,0000000000";"0,0000000000";""
"16448924925";"16448924925	";"";"ALPARGATA INFANTIL COR:NOBUCK CAFE;TAMANHO:29";"Fábrica Panambi";"5,0000000000";"0,0000000000";"0,0000000000";""
"16448924926";"16448924926	";"";"ALPARGATA INFANTIL COR:NOBUCK CAFE;TAMANHO:30";"Fábrica Panambi";"0,0000000000";"0,0000000000";"0,0000000000";""
